job_title,job_description,data_listed,location,salary
Power BI Analyst,"
BI Reporting Business Analyst contract
Power BI- SQL - ETL - Data Modelling 
4 + 12 months remaining on current contract
$120 per hour 
Baseline security clearance required
Our client, a large Federal Government department based in Civic, ACT, requires a Power BI Business Analyst for a backfill opportunity.
The remaining contract runs up until 30 June 2020 with a 12 month extension at a rate of $120 per hour (inclusive of super/exclusive of GST).
The BI Reporting Business Analyst will:

Design, develop and maintain business intelligence solutions; 
Present information through reports and visualisation products (e.g. Microsoft Power BI); 
Translate business needs and technical specifications; 
Conduct data products testing and trouble shooting; 
Deploy data products and conduct user training and presentations; 
Maintain and improve existing data products in production; 
Create and maintain documentation.
The BI Reporting Business Analyst will have:

Proven experience as a BI Developer in Power BI; 
Collaborate with data users and technical staff in developing visualisation products and reports; 
Experience with SQL for data analytics; 
Experience with data modelling/ETL and a background in data warehouse design/BI environment.
To apply for this BI Reporting Business Analyst back-fill contract, please click the Apply for this Job button or call Andy on (02) 6299 1006.", '10 Feb 2020', 'ACT',120000.0
Data Modeller,"Ignite are seeking to engage experienced Data Modellers to join our Federal Government client. Reference #355331Woden LocationContract to 30 June 2020Baseline ClearanceThe Data Modeller is responsible for producing data models to support data warehouse information requirements. The data models that are required range from landing data models (like source system), through to raw and business vault models and dimensional models. In addition, the data modeller also generates the DDL from ER Studio required for table, view, index and foreign key generation for the Oracle data warehouse databases. Your duties will include; Develop data management design artifacts, including developing mapping documents for builds in support of business processes and objectives.Develop and/or direct the creation of efficient, maintainable and cost/effective databases.Prepare and/or direct the creation and maintenance of data management documentation.Provide consulting support for IT and Business partners by researching, identifying and applying data management solutions to problemsThe successful candidate will have; Minimum 5 years of data modelling experience.Minimum three (3) years of experience in structured analysis and design.Knowledge of business intelligence solutions and data warehouse developmentNegotiation and influencing skillsExcellent interpersonal and communication skillsStrong knowledge on system development life cycleStrong analysis skills and attention to detailUnderstanding of data modelling principles for data warehousesStrong delivery focus to complete tasks within schedule and quality standards For more information please get in touch with Jessica on 02 6113 7542 or APPLY NOW! ", '11 Feb 2020', 'ACT',196560.0
Business Analyst - Data Analytics,"Business Analyst - Data Analytics ProjectsAssist Project DeliveryImmediate startAre you a Business Analyst with 2 plus years of utilities experience?Do you have end to end data analytics project experience?Are you a strong communicator and able to work with end user clients?If the answer is yes, then please read further..Business Analyst - Data AnalyticsOur client is a community of 1,200+ passionate individuals dedicated to innovation, new technologies, data and digital transformation projects. They are in 11 different countries, our footprint covers France, Singapore, Hong Kong, Vietnam, Luxembourg, Belgium, Madagascar, Morocco, US, Canada and Australia. Our expertise consists of 18 years of market knowledge into the business organization, digital practices, agile, data management and innovation.Their Australian operations are growing rapidly, and they are partnering with local blue-chip and multinational companies on truly transformational engagementsAbout the Opportunity:We are looking for an experienced Business Analyst to work with a team of data scientists and data analytics practitioners to manage the project delivery.You'll need to have at least three to five years' corporate experience as a business analyst with experience in data analytics project. You should have excellent communication and business data analysis skills. Should be able to demonstrate successful implementation of complex projects within stringent timelines.Responsibilities:Guide and support the team on to deliver data analytics projectsDesign and manage business requirement gathering, testing, review and sign-off processNavigate project blockers to ensure the team delivers the project outcomeReport and maintain documentation related to project artefactsBuild strong relationships with data analytics practitioners in the project teamQualifications:At least 3 - 5 years' of experience in a similar Business Analyst roleExperience in data analytics project is a MUST haveHigh attention to detailExperience in Agile methodologies and using JIRA/Confluence toolsExcellent communication and stakeholder management skillsAdvanced proficiency with excel for data analysis (SQL is a plus)Why join?Being part of our Data & Analytics community means that we will gather quite often.The key elements of our community are:Quarterly dedicated time to co-create the future of work/the future of Maltem and our practice(s)You will have the opportunity to have a mentor in this adventureYou’ll have the opportunity to co-create meet-ups / eventsWe will invest in your training with the willingness of empowering our communityA huge yearly gathering eventA daily group to share and stay in touchWe are looking to go beyond expectations and shape the future of work by working with passionate, skilled and energetic people both in support and delivery side. To learn more, contact Mark Watson at Greythorn, Melbourne or apply now! Mark WatsonSenior Consultant Let's ConnectHttps://www.linkedin.com/in/markwatson5/+61 3 8633 4129By submitting your resume and other personal information with this application you are consenting to this information being collected in line with our privacy policy. Follow the link to learn more - www.greythorn.com.au/privacy-policyState: QLD, licensee/s Manpower Services (Australia) Pty Ltd, LHL-02026-D5L4Q. State: QLD, licensee/s Greythorn Pty Ltd, LHL-02014-Y5F6D. State: SA, licensee/s Manpower Services (Australia) Pty Ltd, LHS 288856, State: SA, licensee/s Greythorn Pty Ltd, LHS 288821. For queries relating to 'Labour Hire Licences' ONLY please contact: 'labour.hire.licensing.enquiries@au.manpowergroup.com' (do not apply to the advert using this email).", '7 Feb 2020', 'Melbourne',146000.0
Customer Insights Analyst,"Customer Insights Analyst required to develop and deliver insight-led strategies within a leading global organisation. As an Insights Analyst, you will be responsible for:  identifying and interpreting relevant data and insights, and presenting these findings to senior business stakeholders promoting the effectiveness and use of customer insights across the business  In order to be considered for this role, you must have the following:  a strong background gathering and analysing data to support strategic decision-making experience drawing insights from various data sources strong SQL, R and/or Python skills excellent stakeholder engagement and management skills.  If you feel you have the relevant skills and experience, please click on the 'Apply' button or call Sabina Ahuja on (03)99828478", '5 Feb 2020', 'Melbourne',110000.0
APS6 Data Analyst," face2face Reference Number #12140 Non - Ongoing with possible extension Full Time Hours - Labour Hire Contract Baseline Security Clearance Required Located in Barton $84,000 - $94,000 per annum ex super    Duties:  Engage with stakeholders to understand their data and reporting needs Manage the analysis, evaluation and integration of a variety of information to meet reporting requirements Use data analytics software to perform queries and analyse trends data, FinanceOne, Expense 8 and Aurion Provide reasoning/explanation of performance trends to senior stakeholders Manage regular ad hoc reports to assist with ongoing quality management across corporate systems Identify process improvement opportunities using data analytics Provide advice to the Client Services team and other stakeholders in relation to the corporate reporting environment Identify process improvement opportunities using data analytics Support complex internal and external stakeholder relationships Manage client expectations and ensure service delivery is maintained   A one page pitch will be required for this role.   If this sounds like the role for you, and you would like to know more, click apply now! Applications Close 14/02/2020, unless maximum reached prior to this time Loretta Pabian02 6199 5750Loretta@f2frecruitment.com.auwww.f2frecruitment.com.au", '10 Feb 2020', 'ACT',183456.0
Buying Systems Analyst - Data Analyst,"A new opportunity for a Buying Systems Analyst has become available within the Corporate Buying department of ALDI Stores, based in Minchinbury. This role is a 12 month fixed term contract. 
 
As a Buying Systems Analyst, your role is to both develop and maintain software and to leverage available data sources to identify key insights, for the Corporate Buying department. This role is perfect for an individual looking to gain additional experience in data mining, data engineering and/or systems development skills whilst maintaining high levels of autonomy and broad analytical scope.
 
What we are looking for:
The successful candidate will be a confident python programmer, experienced in manipulating large sets of data and mining insights.  The candidate will also work with the DevOps team to integrate data into applications. A solid understanding of Object Oriented Programming, SQL and Excel VBA are imperative, and experience with C# and the retail landscape are desirable.
 
Essential criteria:

Ability to manipulate and mine data using Python/Anaconda
Strong competency in SQL and Excel VBA
Understanding of Data Visualization (Tableau/MicroStrategy)
Knowledge of Object Oriented Programming
Ability to work independently and act on innovative ideas
High attention to detail and accuracy
Desire to learn new processes and systems

 
Highly regarded but non-essential:

Tertiary qualifications in Data Science
Demonstrated knowledge of the retail industry
Exposure to C# or F#

 
What's in it for you?  

Market leading remuneration $120,200 - $137,100 (including super)
5 weeks annual leave
Great work/life balance
Be part of a leading international retailer
Problem solving real business challenges

 
Role responsibilities:

Support the Buying Department by creating and managing large data sets and enhancing Buying systems and software
Utilising Excel VBA to integrate data into systems and tools
Data mining and data manipulation to identify business insights
Clean and aggregate data to create visualisations (e.g. charts), to communicate information to internal stakeholders

 
This role reports to the Buying Analytics Manager", '5 Feb 2020', 'Sydney',120000.0
Mid/Junior Data Analyst,"Are you a dynamic and ambitious Business Analyst or Data Consultant with strong SQL / Modelling / Analysis or RDBMS skills? Do you have a desire to be part of a large-scale Data Transformation program for Defence? THE ROLE Our client is a leading Global Professional Services firm with an enviable track record of delivering large-scale multi-year programs for Enterprise and Government clients. We are seeking a passionate and talented Data Consultant to join a high-performance team of analysts, consultants and subject matter experts involved in developing and managing a large-scale Data new program. REQUIRED  NV1 Defence Clearance or higher (MUST HAVE) Strong Data Management / Analysis Skills Relevant Tertiary Qualifications 2+ years' commercial experience Familiarity with common Relational Database Management tools Excellent written and verbal skills Keen & willing attitude  Availability to start early March  This is an exciting and challenging Career Milestone opportunity - and success in this engagement will undoubtedly lead to further opportunities to extend your skills and experience across a variety of associated projects and programs. If you're interested and would like to find out more, feel free to contact Stan Relihan on 02 6172 0081 for a confidential discussion. Alternatively, you can submit your details by clicking the 'Apply Now' button below. NOTE: Due to the security requirements of this role, only Australian Citizens with a valid NV1 Australian Defence Security Clearance (or higher) will be considered for this position. NO EXCEPTIONS", '31 Jan 2020', 'ACT',163800.0
Insights Analyst,"Our client is a leader in the support of better health for all Australians; through enabling seamless, safe, secure digital health services and technologies which provide a range of innovative, easy to use tools for both patients and providers.As the Insights Analyst, you will support the generating insights and benefits measurement which examine the impact of digital health on quality, safety, efficiency, and population health. Culture and Benefits:   6-month contract, ASAP start $600 Daily + Super  Opportunity to have a significant impact in shaping the development of digital health in Australia.   Key Responsibilities Include:   Assisting to build a robust evidence base for benefits measurement of digital health initiatives which can be used to support organisational funding, influence policy and encourage the adoption and use of digital health services.  Developing and maintaining effective collaborative relationships with colleagues and other stakeholders. Producing high quality, timely and fit-for-purpose advice and reports to inform strategy, policy, planning and decision making. Providing insights stewardship for My Health Record benefits measurement projects. Providing strategic advice to internal stakeholders about benefits related work activities. Supporting the implementation of the My Health Record Secondary Use Framework aligned to benefits measurement.  Supporting the promotion of benefits measurement and evaluation approaches within the organisation and across its portfolio of programs  As the Successful Insights Analyst, you will possess:   Tertiary qualification in a relevant health, informatics, analytics, or policy discipline with associated experience. Understanding of, and experience in, critical analysis and provision of advice, demonstrating strong conceptual and analytical skills. Ability to think strategically, integrating a ‘big picture’ view of goals with how to achieve them, envisaging what might be and how future possibilities balance with the ‘here and now’. Interpersonal and influencing skills with a high level of diplomacy and political awareness, to successfully consult on sensitive and contentious issues with internal and external stakeholders. Demonstrated skills and experience in rapidly preparing high level reports and correspondence for a wide range of audiences and in presenting detailed and complex information clearly and concisely. Experience in applying and delivering knowledge transfer to inform work programs. Digital health domain experience is desirable (e.g. eHealth or digital health support, clinical, health administration, health economics, academia, health data analytics). ", '10 Feb 2020', 'Sydney',219000.0
WMS Data Analyst - Full Time,"Clifford Hallam Healthcare (CH2) is one of the leading national distributors of medical and surgical consumables, capital equipment and pharmaceuticals to the Australian medical market. CH2 prides itself on providing quality distribution services and professional support to its customers. Recently CH2 has invested in the implementation of a new Warehouse Management System (WMS) across our 7 distribution centres throughout Australia.  We are now seeking a WMS Data Analyst to assist with the support and further development of this new system.  Working as part of a small project team, you will be expected to work with, and support, the wider operations teams across all sites to ensure adherence to process and data accuracy.  The key responsibilities of this role include:  Maintenance of user, product and warehouse location data Generating queries/reports to validate consistency in data, eg. ensuring lot control is consistently setup in JDE and matches Paperless Daily review of transaction errors, determine cause and subsequent action Daily Database Reconciliation; review report, determine cause and additional action where required Identification of opportunities to further develop the current system Ideally you should possess the following skills and competencies:   A passion for data Computer literacy skills – with moderate to advanced Excel skills including functions such as VLOOKUPS.  SQL Server skills would be advantageous. Warehouse Management System experience – Paperless Warehousing or JDE would be beneficial Excellent verbal and written communication skills Problem solving skills High functioning under pressure Knowledge of medical and pharmaceutical products would be an advantage although not essential The ideal candidate will demonstrate initiative, be proactive and productive, and be able to work autonomously.   Please note, prior to commencing employment with us you will be required to pass a comprehensive drug, alcohol and physical assessment. Please send applications to daniel.levin@ch2.net.au Applications close Friday 28 February 2020 CH2 is an equal opportunity employer", '11 Feb 2020', 'Melbourne',163800.0
Data Analyst / Co-ordinator," Project Support Officer / Data Team    12-Month Contract    Hourly Rate: $50.00 - $62.00+ Super     St Leonards    NSW Health        The Organisation:     This NSW Government organisation undertakes data linkage projects for clients such as researchers, policy makers and government agencies.         The Role:    The Project Support officer will sit in a Big Data team focusing on data linkage projects. Experience in data management would be highly advantageous.          You will be:    Review applications for data linkage projects by government agencies and provide considered and expert feedback to facilitate linked data projects.    Work collaboratively with policy stakeholders & investigators to optimise the design, authorisation and delivery of linked data for government projects.    Ensure relevant policy and data areas of NSW Health are provided with timely, expert and strategic briefings on the purpose and status of government data linkage projects.         Experience Required:         Understanding of data linkage and knowledge of administrative data collections held by government agencies.    Sound understanding of regulation and policy relevant to the collection, use and disclosure of administrative data is an advantage.          Who we are:    The Finite group is a multi-award winning consultancy recognised across Australia and New Zealand for excellence in recruitment for the technology consultancy space. We have 20 years of year on year success. Our teams specialise in the following areas of technology recruitment (contract and permanent): DevOps | Business Intelligence | Big Data | Analytics | Infrastructure | Engineering | Digital; iOS Android| Front End Development| Back End Development | UX | UI | Research | Project Management | Change Management | AdOps | Service Delivery |         What's next?    If you would like to be considered please apply for the role by clicking the apply button! (Job Reference S14)    ", '10 Feb 2020', 'Sydney',109200.0
Data Analyst,"Classification: ANU Officer 6/7 (Administration) - Multiple PositionsSalary package: $80,756 - $92,957 per annum plus 17% superannuationTerms: Full time, Continuing

Provide routine reporting and advanced analytic services on research performance, research management information and statutory reporting on an ad hoc and regular basis.
Coordinate and undertake the collection of data for research management and reporting, monitoring the integrity and accuracy of data and resolving data integrity issues
Model research performance and other research related metrics for optimization, evaluation and benchmarking (both nationally and internationally).

Position overview
 [link removed]The Research and Innovation Portfolio (the Portfolio) is responsible for the University's delivery of high quality research outcomes and impact through industry and business engagement and strategic partnerships with Australian and international agencies, alliances and external partners that will enhance the University's strategic goals. The Portfolio is led by the Deputy Vice Chancellor for Research and Innovation (DVC-RI.)
The Research Services Division is part of the Portfolio and is responsible for high quality services and advice at both an operational and strategic level in supporting the University’s research endeavours. In collaboration with College staff and other Portfolio staff the Division provides leadership in the operations and management of research and innovation services in support of the University’s strategic goals.
For further information please contact Irwan Krisna, Manager, Research Reporting and Analysis, T: +61 2 6125 9189 E: Irwan.Krisna@anu.edu.au
Closing date: 16 February 2020
Position description: Data Analyst.pdf
ANU values diversity and inclusion and is committed to providing equal employment opportunities to those of all backgrounds and identities. For more information about staff equity at ANU, visit https://services.anu.edu.au/human-resources/respect-inclusion
Application information
In order to apply for this role please make sure that you upload the following documents:


A statement addressing the selection criteria.


A current curriculum vitae (CV) which includes the names and contact details of at least three referees (preferably including a current or previous supervisor). If your CV does not include referees you can complete these online when prompted in the application form.


Other documents, if required.


Applications which do not address the selection criteria may not be considered for the position.
Please note: The successful applicant must have rights to live and work in this country. ", '31 Jan 2020', 'ACT',174720.0
Finance Data Analyst (Mandarin Speaking),"This Asian bank has been around for over half century to promote the Australia-international trade and economic. You will be working on innovative projects liaise with Beijing HQ, which will expose you to various stakeholders in Finance team and work closely with the Headquarter. Client DetailsThis Asian bank has been around for fifty years to promote the Australia-overseas trade and economic relationship. They offer a comprehensive range of financial products to deal with both retail and wholesale customers. DescriptionReporting into the Finance Manager, key duties and responsibilities will include: •Implementation of Bank’s data governance framework;•Implementation of Bank’s regulatory reporting framework and MIS framework;•Project management for reporting related projects;•Provide analysis on ETL process and streamline data process and data structure;•Perform data visualization   Profile6 years relevant experience (at least 3 years data business analyst related experiences and at least 3 years banking experience)Bachelor degree in data, it related discipline;Strong financial knowledge and experiences in business facing BA roles in Bank;Exposures with regulatory reporting or MIS project in addition to data governance framework;Familiarity with SQL Server Reporting Services; ETL process and data visualisation;Analysis Services and Integration ServicesJob OfferUnrivalled Career Progression OpportunitiesCentral CBD locationGreat data driven culture   To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Selena You on +612 8292 2091.", '7 Feb 2020', 'Sydney',120000.0
Data Analyst- Research,"This leading Government Department is seeking a Data specialist to become a key part of its major business transformation program, for an initial 6 month contract, based in Parramatta. In this role you will be responsible for undertaking significant research to gain a better understanding of the customers needs and preferences.  Key Accountabilities:Manage the internal customer intelligence portal.Manage the procurement processes for the research team.Manage all financial processes for research including writing approval memos, managing invoices, tracking budgets.Assist in managing customer research projects as required.Update/create documents to provide deep insights.Share customer insights and use these to influence the right outcomes for customers.Use qualitative and quantitative data from customer feedback to understand needs, expectations, drivers of satisfaction & dissatisfaction amongst our serviced communities.Assist in collating material to create stimulus for research projects.Administrative requirements to support project delivery including meeting management.Desirable Criteria:3+ years proven experience in a similar roleStrong excel skillsData visualisation skillsResults driven and ability to interact with key stakeholdersTertiary qualification in market research or marketing", '4 Feb 2020', 'Sydney',131040.0
Data Analyst," Initial 8-month contract 2 x 12-month contract extensionsInner Northern Suburb LocationCompetitive rates  Eden Ritchie is seeking an experienced Data Analyst for an initial 8-month contract working with a large organisation, this role will be based in their inner Northern Suburbs office. Embarking on a project to implement an HRIS platform solution, including the migration of HR and Payroll data. Supporting the business in current-state analysis, readiness and future state implementation of the HRIS from a data perspective.  Working with the Project Team and other Stakeholders:Design, develop and drive the completion of HRIS data project deliverables (including the HRIS Data Migration Strategy) to ensure project objectives are met;Document the HRIS data migration and data set requirements and assist with documentation of data requirements and the HR data sets that are used across the broader suite of HR and Payroll Solutions;Identify and manage the preparation of HR data for migration into Workday;Write and enhance data queries and reports using relevant programming languages and reporting tools to support the HR data migration and other HRIS project data requirements;With assistance of the Services Providers, develop repeatable tools and processes for the extraction, conversion and upload of HR data into the new HRIS solution, possibly including extractors, conversion tables and databases etc;Liaise with the Manager of Enterprise Information Management to support the delivery of the Workforce Information ModelProvide advice and support to the Integration Team, the Workday and Chris21 Service Providers on HR data;Contribute to the testing program under the direction of the HRIS Test Lead;Provide advice on data quality business processes and approaches to support the business to maintain high quality HR data;Monitor, mitigate and escalate to the HRIS Project Manager any risks or issues from the business that may impact the success for the project or the broader HRIS Program; andUndertake any other project activities as required.  The role requires the following skills and abilities:High level interpersonal skills with a demonstrated ability to effectively use consultation, negotiation, networking and advocacy skills to foster collaborative relationships with stakeholders (internal & external) and achieve project data outcomes;Proven ability to develop data quality investigation and analysis reports for accuracy and completeness including recommendations for improvement;Sound mathematical skills with the ability to analyse, model, interpret and capture meaning of HR data;Ability to develop data management tools (extractors, databases, reports, etc);Ability to problem solve with strong analytical skills, including the ability to recognise trends in data, manage complex issues and opportunities for improvements to systems or processes;Strong written and oral communication skills at an advanced level (including the ability to establish relationships, facilitate workshops, consult and influence both business and technical people);The ability to take ownership of deliverables, plan data activities and meet deadlines;Demonstrated ability to work independently in a team environment, within a changing environment; andBe highly organised and able to manage a backlog of issues through to resolution.  Please Apply Now or contact the Eden Ritchie Team on 07 3230 0038 07 3230 0037 for further information.", '6 Feb 2020', 'Brisbane',234695.0
Senior Data Analyst - Data Centre Infrastructure,"Tier 1 financial services organisation requires 3x Senior Tech Business Analyst for their growing Data Centre Infrastructure team with experience in Ground Floor IT Fit-Outs and Power Rationalisation.  Ideally coming from a large complex system background you will have experience delivering projects across Data Centre Infrastructure delivering and enabling end to end project based solutions.  We are looking for strong communicators as this is a period of change for this team. Equally important is a strong track record in delivering Infrastructure solutions, energy and the maturity to assess and understand the risks involved in technology solutions.   As part of this role, you will be expected to fulfil the following duties: Demonstrate previous experience and technical understanding of infrastructure set-up in a Data CentreClearly articulate and document the technical problem, project objectives and supporting requirements, ensuring these meet the needs of all relevant stakeholders.Workshop and gather requirements from the internal stakeholders, (the business and the existing technical teams) and create the technical requirement documents.Working with internal teams and external vendors to ensure that business requirements reflect best-practise.Ensure requirement traceability from initiation through to benefit realisation, including review of the detailed scope, testing, change management plan, benefit measurements etc.Manage, synthesise, and interpret large volumes of dataEngage all stakeholders effectively and obtain agreement from all on approach and appropriate solutionTo be successful for the role you must be able to demonstrate the following: Minimum 5 years' business analysisBroad tech experience across Infrastructure (Networks, Data Centre, Security etc)Established experience in network, big switching tapping, horizontal distribution areas, and main distribution areasExperience in ITIL Methodology (certified would be a bonus)Strong understanding of Risk and be able to ask “why”Excellent track-record in project deliveryIf you are interested in the role, please click 'Apply', or contact Enrique Alarcon on 02 9464 5797 or ealarcon @ paxus.com.au  Due to volume of applications, please note only shortlisted candidates will be contacted. ", '5 Feb 2020', 'Sydney',219000.0
Analyst,"About the role:
The Office of Chief Examiner (OCE) forms part of Crime Command which provides advice and works closely with members of the investigative teams in coordinating police applications to the Supreme Court for coercive powers orders under the Major Crime (Investigative Powers) Act 2004. 
The OCE is staffed by a multi-disciplinary team of Victoria Police personnel, including consulting investigators, intelligence analysts, legal officers and administrative staff. Its operations are overseen by a Detective Inspector. 
The role of the Analyst is to support the Chief Examiner, through the collection, evaluation, collation, analysis and controlled dissemination of information and intelligence in support of the Coercive Powers Hearings conducted at the OCE. 
The Analyst will work closely with sworn tactical intelligence officers and report to a supervising analyst. 
Your duties will include: 

Managing the collection, evaluation, collation, analysis and controlled dissemination of information and intelligence in support of the coercive powers hearings.
Constructing high quality profiles on targets to support examinations.
Liaising with investigators and providing advice and guidance in processes surrounding the Major Crime (Investigative Powers) Act 2004.
Maintaining databases responsible for the recording, collation and dissemination of intelligence products.
Maintaining relationships with internal stakeholders such as frontline members, Criminal Investigation Units, Crime Command Squads, as well as external stakeholders such as ACIC, AFP, ABF, Austrac, ATO etc.
Ongoing skill development in the use of Victoria Police Law Enforcement & Intelligence applications such as LEAP, Interpose, SAS and Neo. 

As the successful applicant, you will have:

Previous experience and or training in the intelligence process;
An appreciation of the court process, legal background and/or knowledge;
An understanding of information security;
An ability to work within the framework established by the Victoria Police Intelligence Doctrine;
Capacity and willingness to work in small teams as well as the ability to work independently.
Tertiary qualifications in the related fields of criminology, criminal justice, criminal intelligence since, technology, engineering or mathematics will be highly regarded.

Requirements and relevant information:

Position located in North Melbourne.
The successful applicant will be required to undergo National Security Vetting, achieve and maintain a security classification as determined by the Department Head.  To achieve this, applicants must be an Australian Citizen.
The successful candidate will be required to undergo pre-employment checks which may include fingerprint checks and misconduct screening.
The incumbent will be required to complete the Intelligence Training Program  through the Centre for Intelligence Practice.
The successful candidate must be prepared to work in a high security area.

 
Your application must include:

Resume
Completed application form - attached to the job advertisement.

 
Applications close midnight, Sunday 16 February 2020 - No applications will be accepted via email.
For further information on this role please contact: Shaun O'DONNELL on (03) 8327 6822 or via email shaun.odonnell@police.vic.gov.au.
If you have a disability/medical condition and require a copy of this advertisement and attached documentation in an accessible format or would like to discuss an access requirements/reasonable adjustment for the recruitment process, please contact VPS Recruitment via email VPSRECRUITMENT@police.vic.gov.au or on (03) 9247 5113.
About Us:
Victoria Police is a large organisation employing police, public servants and protective services officers. Victoria Police provides support to the community 24 hours a day, 365 days of the year. 
At Victoria Police our goal is for our workforce to reflect the diverse community we serve. We continually seek to attract and retain a diverse workforce which includes people of all genders, ages, religions, disability, sexual orientation, family and caring responsibilities and cultures including people of Aboriginal and Torres Strait Islander heritage. 
Find out what it is like working as a Victorian Public Servant for Victoria Police: https://www.police.vic.gov.au/vps", '7 Feb 2020', 'Melbourne',148512.0
Data Analyst,"Data AnalystWorking for a leading global Network Service Provider you will be responsible for playing the role of Data Specialist within their PMO. We are looking for someone who is happy and expereinced working within a PMO in a role that will involve 60% data analysis and 40% project administration. Must have exceptional Excel skills and strong reporting skill ideally with Power BI.Previous experience working within a PMO will be hugely beneficial and any experience within IT transformation projects would also be a plus.Requirements for Data AnalystWell versed and experienced in Microsoft excel Excel Skills: VLOOKUP, CONCAT, IF statements, COUNTIFS, etc. Maintain the dashboard data and charting for the progress of each financial quarter. Update Schedule in Excel with monthly data from customer. Maintain integrity of data input/output for the PMs Actuals. Microsoft BI exposure and ability to modify and create BI dashboards Power BI: Update data, data cleansing, publish reports, grant access, create reports. Produce daily, weekly and monthly reports using Power BI and Excel for internal and external key stakeholders. Reconcile all new data to existing data whilst maintaining the highest level of accuracy. Check all invoices received from subcontractors are accurate and approve for processing. Work with Quality Assurance to confirm maintenance for Tower Audits. Reconcile all actuals with contractors at end of month Have ownership of data Work with minimal management Ability to problem solve using internet ", '3 Feb 2020', 'Sydney',182500.0
Data Analyst,"DATA ANALYST Place Score, Australia’s first data analytics for city making company is searching for passionate change makers who are brilliant at turning data into insights. We have two positions available, a senior data analyst as well as a junior data analyst who are experienced and super confident in running, maintaining and improving R scripts. The next phase of our growth will see us building a new platform so your creative and innovative skill set will be highly valued. Your Tech Stack Expertise with the following is required:  R SQL Excel Experience in the following will be valuable for the senior position:  JavaScript Vue.js Adobe InDesign Ruby on Rails About you  Experience working with data and generating high impact reporting and analysis Set up survey templates, provide data acquisition updates and cleaning of raw data for reporting with no errors Manipulate data for the purpose of cleansing or analysis Gather actionable insights from one or many data sets Build reports from various datasets to be presented to a wider audience See assigned projects from beginning through to completion, ensuring execution to specification, thorough QA and configuration of the client reports and dashboards A confident & creative mindset Numerical and analytical oriented thinking with an excellent eye for detail Relevant university degree in research, data sciences or the equivalent In return you’ll be rewarded with  Unlimited growth potential (benefits of growing fast) Competitive salary in line with your skills and experience A diverse culture of values-driven, super smart people who like to have fun and are passionate about our mission If this sounds like you then follow these steps  Write a cover letter (you will not get an interview without one) telling us why you’d be a great fit and which role you would like to apply for. Provide your CV, including a link to your LinkedIn profile Apply online via SEEK.", '31 Jan 2020', 'Sydney',152880.0
Data Analyst - Wealth Marketing & Customer Analytics (SYD60508),"Data Analyst - Marketing and Customer Analytics The CompanyA major Australian Brand in the Wealth Management industry are looking to transform the way they use their marketing analytics function to leverage data and support better decision making to positon the brand as a leading financial service company across ANZ.This is a brand new role within the team - you'll be the SME for the Data team and create the foundations for insights and customer interactions that support the goals of the business.The RoleThe team is responsible for developing, managing and maintaining the quality of the campaign and reporting data marts for the business - you'll work alongside the data engineering team to provide data related support, data investigation, data management and reporting and make quality data available for campaign and customer analytics.Reporting to a passionate Senior Manager, you'll get the opportunity to work across other marketing campaign designers, data engineers and customer analysts across business.Key ResponsibilitiesProvide data related support, data investigation, data management, documentation and reporting to support the goals of the businessHave a significant impact on the way the business can access, interpret and act from dataWork on a wide range of technology and business projects that improve our customer’s experiencesTroubleshoot and investigate data anomalies and issues along with working directly with the data engineers to follow through and get the issues fixedTake responsibility for enhancing and maintaining existing data processes in the analytics teamWork in a complex data environment, with a team of talented and progressive data professionalsAbout YouMinimum 3-5 yrs analytics experience with customer data or similar data analysis rolesSignificant experience with analysis from data warehouses and developing reporting solutionsPrevious experience in analytical marketing for large corporate, financial services, Telco's a big plusAdvanced SQL skills with basic knowledge of Python and R Knowledge of Tableau, Qlik or other BI Tools preferredExperience working with large transactional and customer data setsExperience creating documentation covering data, data processing, data models and requirementsStakeholder management skills with the ability to juggle conflicting priorities & changing stakeholder requirementsThis is a great opportunity to work with a market leading brand that offers excellent training and development to support continuous learning and careers opportunities.Please apply on-line or for more information please contact Kausty Mahajan at Bluefin Resources on 02 9270 2603. IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.http://www.bluefinresources.com.au/privacy-policy", '7 Feb 2020', 'Sydney',110000.0
Business Analyst (Data)," Reporting to the Program Manager, this is a fantastic opportunity for a seasoned BA with a data background to move into a large bank. This BA needs to have sound technical understanding but it is equally important that they be confident on the business side as well. This company has a great culture with clear and achievable career progression.  Key Responsibilities:Execute test plansOrganise new requirementsOrganise and run workshops & trainingSenior stakeholder engagementGeneral BA duties Key Requirements:5+ years experience as a BAData experience and/or understanding essentialGenuine interest in learning new technology and terminologiesExcellent communication skillsExperienced and comfortable working in large companies If you feel that you meet the above criteria, please apply directly.", '5 Feb 2020', 'Sydney',130000.0
