,job_title,job_description,job_info_text
422,Business Analysts,"The Opportunity:We have opportunities for experienced Senior Business Analyst(s) to work with the latest technologies and strategies on highly varied and interesting programmes and projects in all areas of the supply chain including frontend customer and user interfaces. Reporting into our lead for business analysis and design for the Asia region and working closely with our dedicated Digital team, the Senior Business Analyst(s) role has a wide-ranging mandate to improve delivery, look at new products, design digitalinitiatives and drive future strategy with a unique opportunity to influence direction and deliver great results.You will be liaising with global teams, internal and external clients and users to elicit and document business requirements.Applications suited to senior level candidates (min 5 years of experience in business analysis).To be successful in this position you will have the following capabilities:Skills and experience:  Agile experience is a must Extensive experience gathering complex requirements, analysis and validation Excellent stakeholder management skills with the ability to manage up and down Exceptional written and verbal communication skills Experience working with business systems and functionality to support Omni-channel commerce, including online website, mobile applications and retail store tools to provide value to our customers Experience in Digital delivery in a matrix environment working to the SAFe Agile guiding principles A good understanding of Human Centred Design thinking Working experience in the use of the Atlassian toolset, eg: Confluence and Jira Business acumen and strong presentation skills. Digital practices/ideas to bring to the table and not be afraid of challenging the status quo A creative and innovative mindset and dynamic nature Car industry experience would be highly advantageous Mandatory experience working in either Hong Kong Or Singapore, or have a cultural background from either.   The main responsibilities will include but are not limited to:  The definition of MVP, features and decomposition to clear, testable and feasible user stories with detailed user acceptance criteria. Liaising with multiple Agile scrum teams across functional, organisational and geographic boundaries to deliver integrated solutions to our customers Mapping business processes using BPMN in Visio communicating effectively and openly, influencing your team and stakeholders. Engaging with senior stakeholders, business subject matter experts, local development squads and global development squads Participation in Agile ceremonies, such as PI planning, backlog refinement, daily stand ups etc  Desired technologies knowledge:  Mulesoft, APIs and Digital applications Google Tag Manager knowledge desirable  Abilities:  Local market understanding of end customer behaviours and cultural differences. Language and written skills to match local market and workforce environments. Takes personal responsibility for personal growth, acquires strategies for gaining new knowledge, behaviours and skills Ability to breakdown raw information and undefined problems into specific, workable components that in -turn clearly identifies the issues at han Anticipates, identifies and defines problems, seeks root causes and develops practical and timely solutions  If you think you have the required skill set, we want to hear from you!Please contact: Finders KeeperChief Executive Officer gabriella@finderskeeper.com.au 0437 549 901","['Try the app', 'Business Analysts', '11 Feb 2020', 'Melbourne', 'Contract/Temp', 'Information & Communication Technology', 'Share this role', '11 Feb 2020', 'Melbourne', 'Contract/Temp', 'Information & Communication Technology']"
423,Business Analyst,"Who we are
Viiew specialise in workforce-as-a-solution services, allowing clients the flexibility to augment or strengthen their team with a specialised workforce who offer deep experience and expertise in digital, data, security, infrastructure, project solutions and business transformation. Our highly experienced and skilled teams are supported by extensive training and enablement, ongoing technical assessments and our global network as part of NTT Ltd.
The opportunity

 
Skills & Experience
To successfully deliver this project  you will need:

Proven experience as a Business Analyst 
Exceptional analytical and conceptual thinking skills.
Experience with Stakeholder Management, Documentation, creating detailed reports and giving presentations.
Experience with Agile ceremonies and conducting Scrum. 
Experience with documenting systems & processes

Why Viiew?
Viiew Consultants are agile and innovative. We work together to achieve great things.
We reward our Consultants for their skills and alignment to our values with:

Exposure to industry-leading technology, projects and expertise
Support of specialist colleagues across Australia and the globe as part of NTT Ltd
No payroll administration fees
Entitlements to discounted training and certifications via DDLS.
And much more

About us
NTT Ltd. is a global ICT provider, employing more than 40,000 people in a diverse and dynamic workplace, and delivering services in over 200 countries and regions. We partner with organizations around the world to shape and achieve outcomes through intelligent technology solutions. For us, intelligent means data driven, connected, digital, and secure.
NTT is proud to be an equal opportunity employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, color, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category.To be considered for this opportunity click the 'Apply' button, or for more information about this and other opportunities please contact Shipra Aggarwal. Please quote our job reference number: 425930.","['Try the app', 'Business Analyst ', '11 Feb 2020', 'Sydney', 'Contract/Temp', 'Information & Communication Technology', 'Share this role', '11 Feb 2020', 'Sydney', 'Contract/Temp', 'Information & Communication Technology']"
424,Business Analyst,"Spinifex Recruiting is seeking expressions of interest for Business Analysts for short term and long term projects across government, not for profit and other industries in Orange NSW. Excellent daily rates dependent on experience. YouIt is essential you have:A minumum of 2 years experience as a Business AnalystExperience in project workQualifications in ICT or a related fieldIf you are looking for a new opportunity, apply now or for a confidential discussion please call Rose on 6361 1112.   ","['Try the app', 'Business Analyst', '8 Feb 2020', 'Blue Mountains & Central West', 'Contract/Temp', 'Information & Communication Technology', ' right to live and work ', 'Share this role', '8 Feb 2020', 'Blue Mountains & Central West', 'Contract/Temp', 'Information & Communication Technology']"
425,Business Analyst,"Experience Within The Banking Or Finance Sector Highly Regarded!4 Month Contract!Sydney Location! | Government Opportunity!
About the Client:

Our client provides certain banking services as required to the Australian Government and its agencies, and to several overseas central banks and official institutions. Additionally, it manages Australia's gold and foreign exchange reserves.

 
About the Role:

Our client is seeking an experienced Business Analyst to work with Enterprise Data Office and Business Unit ‘citizen coders’ to understand, document their requirements for a standardised set of tools and enhance the business coding practices in collaboration with specialist IT and subject matter experts.

 
Duties and Responsibilities:

You will produce artefacts including tooling rationalisation analysis, business requirement documents, functional specifications as required, business process maps, requirements traceability matrices, user stories and use cases as inputs to a business coding environment design.

 
Skills and Experience:Experience in developing and producing business analysis artefacts including business process documentation, traceability matrices and business cases.Relevant professional qualifications (e.g. CCBA, CBAP), exposure to design thinking or lean six sigma methods and/or extensive experience in Business Analyst roles (5+ years).Demonstrated ability to cultivate and maintain productive and collaborative working relationships, partnerships and networks to anticipate and negotiate changes in client expectations and requirements.Experience in planning and facilitating workshops to elicit business requirements, and work with subject matter experts to develop coding environment designs, in line with the enterprise architecture, patterns and practices.Experience or exposure to software development lifecycle methodologies and code management best practices.Well-developed interpersonal, negotiation and communication skills, including the ability to establish positive working relationships with the project working group.
How to Apply:

To be considered for this position, please apply today with a Microsoft Word version of your Resume.

 

 ","['Try the app', 'Business Analyst', '10 Feb 2020', 'Sydney', 'Contract/Temp', 'Information & Communication Technology', 'Share this role', '10 Feb 2020', 'Sydney', 'Contract/Temp', 'Information & Communication Technology']"
426,Business Analyst," Large NSW Government Client Initial 12 month contract CBD location Up to $724.89 per day inclusive of superannuation Our client is a large NSW Government Organisation who are seeking an IT Business Analyst for their Corporate Services division. The primary purpose of the role is to review and analyse the organisation’s business intentions, services, processes and information needs to identify changes that lead to business improvements and the achievement of desired customer outcomes. Selection Criteria:  Experienced in creating business requirements to fit IT Request for information (RFI)/ Request for tender( RFT) product and vendor selection Proven experience in writing system specification for vendor selection, and perform business fit, technology fit analysis and creating specs for proof of concepts to prior to Project. Track and manage writing projects to meet short- and long-term milestones,  and ensure that traceability is established and maintained throughout pre project and project phases. Experienced in creating Business Case including (not limited to) justification,  costed options, preferred/recommended options, consequences of deferral to support decision making On offer is a contract role with a high profile NSW Government Organisation with a strong chance of extension. Use the APPLY button to send your CV for review","['Try the app', 'Business Analyst', '6 Feb 2020', 'Sydney', 'Contract/Temp', 'Information & Communication Technology', 'Share this role', '6 Feb 2020', 'Sydney', 'Contract/Temp', 'Information & Communication Technology']"
427,Digital Business Analyst,"The NSW Department of Planning, Industry and Environment  (DPIE) is looking for a technical Business Analyst to support our digital transformation program by weighing up our current WCMS platforms and providing a recommendation on the best platform to suit our growing needs into the future.Working in a full-time contract until August 2020 and bridging the valley between business and technology, you’ll work closely with internal business stakeholders and the Digital team, translating business requirements into our future state WCMS platform recommendations and roadmap.You will need to have experience in a range of standard Content Management Systems (including but not limited to Drupal, SiteCore, SharePoint, Squiz Matrix, IBM WCMS), ideally having worked on previous WCMS assessment and migration programs.You’ll be a stickler for the details, thrive when given autonomy to deliver your work, whilst also being part of a collaborative & supportive team.  Want something to really sink your teeth into? A major focus and deliverable for this position will be the development and delivery of a business case & recommendations on the way forward for WCMS platforms for the Department. You need to understand how the technology works but will not be hands-on in this role, this will be more about understanding of cost/benefits and Design Thinking capability.What you’ll have:

Proven technical BA experience working within a multi-faceted enterprise
Proven experience working with/on WCMS platforms
Excellent communication and stakeholder management skills, as well as an eye for the details and a collaborative team player approach

What’s in it for you?

A salary from $97k to $107k pa plus super
New state of the art workspace - Parramatta Square
Direct connection to work from Parramatta train station
On-site world-class premium health and wellness club and child care
Flexible working | Work from home days/start early - finish early
Access to discounted private health insurance, gym memberships, and salary sacrificing options

About us:At the Department of Planning, Industry and Environment (DPIE) we are focused on creating a liveable, inclusive and sustainable New South Wales with thriving natural environments, strong primary industries and bustling urban centres. We are the stewards of our state’s physical and environmental assets - both natural and built - and we work hard every day to ensure New South Wales continues to flourish.How to Apply:It’s simple! Just apply via the online application process, attaching a resume and cover letter which outlines how your skills and experience match what we are looking for, and we will get back in touch after the closing date.Closing Date:  Monday 24th February 2020 @ 11:55pmFor further information please contact Jeremy Leman, Scrum Master Principal Service Delivery Manager on 0425 239 257 or  jeremy.leman@environment.nsw.gov.au. You can also download the role description.Additional Information:In 2020, the Department of Planning, Industry & Environment is relocating nearly all of its Sydney based workforce to the new Parramatta Office, Parramatta Square, as part of the newest government working hub.A talent pool may be created from this recruitment action for ongoing and temporary roles of the same standard that may become available for filling over the next eighteen months.Our commitment to flexible working:The NSW Department of Planning, Industry & Environment is committed to ensuring the sector reflects the NSW community it serves. We support an inclusive workplace where staff have access to opportunities and resources at all levels, enabling our team members to drive innovation, productivity and delivery of high-quality services. We are open to discussing flexible working arrangements and encourage our people to explore new ways of working - including part-time, job-share or working from different locations. Everyone can ask about it.Our commitment to Diversity:The Planning, Industry and Environment Cluster strives to be an inclusive workplace for all people. We recognise that we operate in a diverse community and welcome and encourage applications from all ages and genders, Aboriginal and Torres Strait Islander peoples, culturally and linguistically diverse groups, the LGBTIQ+ community, veterans, refugees and people with disability.","['Try the app', 'Digital Business Analyst', '11 Feb 2020', 'Sydney', 'Salary from $97k to $107k pa + super', 'Contract/Temp', 'Government & Defence', ' right to live and work ', 'Share this role', '11 Feb 2020', 'Sydney', 'Salary from $97k to $107k pa + super', 'Contract/Temp', 'Government & Defence']"
428,Senior Business Analyst (Applications),"Partner with your assigned business divisions to drive meaningful change delivering value to the people of NSW Be an influencer, decision-maker and expert advisor for complex IT projects  Progressive and dynamic organisation that supports flexible working   Fixed term opportunity, based in Parramatta   The opportunity   Are you an experienced IT Business Analyst looking for an opportunity to join an industry-leading organisation focused on delivering outcomes for the people of NSW?   Right now, we have a 12-month opportunity for an experienced Senior Business Analyst to join our Business Services Technology Engagement team in Parramatta.  Technology Engagement manages the end-to-end lifecycle of the Business journey from initial idea to delivery of solution, providing a simplified engagement with IT via dedicated relationship managers. Technology Engagement also converts customer needs to technology outcomes, listens to the requirements of key business stakeholders and translates those into solutions to provide value to the customer and the organisation while being the advocate for IT strategies and capabilities.   As part of the wider Technology Engagement Team you will be working with both business and IT stakeholders ensuring outcomes are understood and prioritised. It is an exciting time, and you in leading IT Innovation by defining and validating the appropriate solution architecture to ensure it aligns with our overall IT strategy and enterprise architecture.   As a trusted business partner and advocate you will be involved in:    The delivery of business analysis across a portfolio of complex initiatives to determine business requirements that support the definition of opportunities to be capitalised or problems to be resolved to optimise business performance   Application of required modelling and analysis tools, methods and standards, giving special consideration to business perspectives   Identifying and implementing solutions to business opportunities/problems on proposed and completed projects across a range of complex initiatives   About you   You are passionate about striving, pushing and advocating for the adoption of industry leading solutions, not simply maintaining the status quo.  You’ve got what it takes to understand highly complex and inter-related technical domains to effectively convey information to multiple audiences.    You have relevant technology, business, project management and/or equivalent experience with demonstrated experience in business analysis. It is essential that you can demonstrate experience analysing business needs and in interpreting and translating analysis results into insightful, clear and succinct technical specifications and requirement documentation.    Your strong knowledge of and extensive experience in the application of business analysis best-practice frameworks such as BABOK, Object Oriented Analysis & Design (e.g. UML), and business architecture (BPM, CBM, capability mapping, etc.) will support your success in this role.    If you understand the challenges of delivering high quality customer focused services, have the ability to operate effectively within a complex work environment and enjoy establishing and managing relationships with internal and external stakeholders, this is the right opportunity for you.     Please note, this role is fixed term for 12 months.    To get a complete profile of the role, please click here.    About us  Transport for NSW is responsible for coordinating transport services used by over 7.5 million residents, 800,000 businesses and 30 million visitors every year. Transport comprises several divisions which coordinate road, rail, bus and maritime services, always keeping the safety and comfort of our customers at the heart of what we do.   Interested?   If you’re ready to step into this meaningful and rewarding role we want to hear from you.  Find out more about Transport for NSW here.     Our Commitment to Diversity   Great people come from all walks of life. At Transport for NSW, we are committed to creating a diverse, inclusive and flexible workforce which reflects the community and the customers we serve.    We welcome and encourage applications from all people regardless of age, gender, ethnicity, cultural background, or sexual orientation.   Benefits  When you join Transport for NSW, you become part of a forward-thinking organisation that offers generous working conditions, flexible working options and a real commitment to developing your skills. For more information on Employee Benefits at TfNSW please click here. The salary for this position is USS 10 ($123,229 - $134,668) per annum plus superannuation and leave loading.   To apply  Simply submit a resume and brief covering letter (no longer than two pages) which must addresses the following statements:    Using an example describe your experience in the facilitation of groups during planning and design activities, change management activities   Describe a time you have partnered with a business stakeholder to drive meaningful change and challenged the status quo   Need help?   For a confidential discussion, please contact Liz Moore on 0437 826 135 or liz.moore@transport.nsw.gov.au (Ref 7LHC).   For more information on how to apply for a role in the NSW Public Sector please click here.    Applications close: 11:59pm Monday 17 February 2020 
","['Try the app', 'Senior Business Analyst (Applications)', '10 Feb 2020', 'Sydney', 'Contract/Temp', 'Information & Communication Technology', 'Share this role', '10 Feb 2020', 'Sydney', 'Contract/Temp', 'Information & Communication Technology']"
429,Business Analyst,"Our client is a leading NSW Government Department who are seeking multiple Business Analyst based in Parramatta. You will be working on the integration of current front end systems with the SAP back end. As well as gather reporting requirements, conduct a gap analysis of the existing reports and make recommendations on future state reporting. The chosen candidate will be working closely with SAP Functional Analysts and Developers to understand SAP functionality in relation to the front end system.We will trust you to:   Direct analysis and discussions through workshops and interviews to elicit targeted business requirements that are fit for purpose Collect and analyse information to create viable recommendations to business and technical stakeholders Prepare comprehensive business requirements documents such as that meet the conflicting needs of business stakeholders and achieve operational best practice Review ‘As Is’ process to ensure optimal ‘To Be’ processes Plan to ensure requirements are completed within agreed time frames and are in accordance with agreed customer specification Actively support SAP Functional Analysts in the completion of technical specifications and participate in solution design  We are seeking candidates with:  Experience driving the analysis of requirements and related BA activities within a government or a large, complex organisation. Demonstrable ability to develop strategies and implementation plans for ICT and business improvement initiatives. BPMN process notation Strong analytical and problem-solving skills Strong stakeholder management skills Excellent communication skills  We would love to see experience with   SAP ERP, particularly Cost model / Finance, HR Master, Supply Chain and Procurement, Enterprise Project and Portfolio Management  You need to have:The ability to work legally in Australia without visa sponsorship now or in the future.If this sounds like you:Apply! Or drop me a line on jmanocha@infopeople.com.au or you can contact me on (02) 8227 4514. If we believe you're a good match, we'll get in touch with you to let you know the next steps!Infopeople - Jasprit Manocha","['Try the app', 'Business Analyst', '11 Feb 2020', 'Sydney', 'Contract/Temp', 'Information & Communication Technology', 'Share this role', '11 Feb 2020', 'Sydney', 'Contract/Temp', 'Information & Communication Technology']"
430,Business Analyst,"Business Analyst to be involved in Electronic Document Record Management System upgrade for Local Government.  Your new company This Local Government organisation located in the Eastern Suburbs of Melbourne is currently seeking a Business Analyst to involve themselves in an EDRMS upgrade.  Your new role The Business Analyst will be working closely with the Project Manager and project stakeholders. You will be taking part in an upgrade of their existing Electronic Document Record Management System. Ultimately this project aims to improve the council’s productivity and ability to respond to requests of the locals.  Your typical duties would include:Collaborating with stakeholder and customer groups to elicit, analyse, prioritise, validate, document and communicate business requirements and solution design to support project delivery.Lead the definition of requirements and design of new/re-engineered business processes through effective engagement of stakeholders.Providing recommendations for process improvements and re-design enabling changes to process and policy.Ensuring recommended solutions align to targeted business outcomes using both subjective and objective data that is factual and performance-based.Preparing business impact and risk assessments for the proposed change and/or recommended business solution.Managing/developing detailed Business Process Specifications, Business Requirements and System Functional/Non-FunctionalManage specifications to drive desired change to business process, system enhancement/development activitiesEnsuring BA deliverables align to the standards and expectations set.Completing process analysis and design activities aligned with process standards as requested.Requirements owner for agreed projects within a delivery stream, representing the requirement intent and ensuring Vendor deliverables trace and align to business requirements. What you'll need to succeedExperience working on an EDRMS upgrade project.Strong BA skills including elicitation for functional and non-functional requirements, requirements management and traceability.Ability to articulate business analysis outcomes (process maps, business processes, work flow and system design) both in writing and via verbal communicationsDemonstrated ability to collect, collate, analyse and document business requirements from diverse stakeholder groups.An ability to plan, prioritise and organise project tasks in order to meet deadlines.Highly developed interpersonal and negotiating skills with the ability to communicate and work collaboratively with a range of stakeholders.Previous experience within the local or state government sector (Desirable). What you'll get in return A 7-month contract, attractive day rate and the ability to work in a Business Analyst role delivering a key project which will have a major impact on all areas of the local government organisation.  What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV through to Jenny Thang at Hays Melbourne. Alternatively, email: jenny.thang@hays.com.au  SA Licence number : LHS 297508","['Try the app', 'Business Analyst', '7 Feb 2020', 'Melbourne', 'Attractive day rate', 'Contract/Temp', 'Information & Communication Technology', 'Share this role', '7 Feb 2020', 'Melbourne', 'Attractive day rate', 'Contract/Temp', 'Information & Communication Technology']"
431,Senior Business Analyst - Projects,"Mine Super is an industry super fund and since 1941 we’ve been committed to the retirement outcomes of our members and being a trusted super partner in the communities we serve. 
Why Mine?
We pride ourselves on creating a workplace that celebrates collaboration and putting our members first. We run at a fast pace, with an enduring commitment to delivering our best efforts, every day. We’re proud of the benefits we offer which support work / life balance and professional growth and development. With offices in Newcastle, Sydney, Brisbane and regional centres across Australia, we offer employment opportunities across a range of fields.
What you will be doing 
The Senior Business Analyst supports IT and Business Projects in defining, analysing and documenting business cases and requirements for both strategic and tactical projects.
This position acts as the conduit between end-users and IT to ensure that business/ user requirements delivered in IT solutions. Analysing and delivering business process initiatives by either managing some components of large initiatives or all parts of medium-sized initiatives. Meeting with user groups to gather and analyse end-user requirements and producing technical specifications to communicate user requirements in technical terms to programmers/project team. Sound ability to analyse, isolate and interpret business needs and develop appropriate technical solutions.
In this role you will be required to perform the following functions:

Understand, analyse and document the scope and business requirements for strategic and tactical project initiatives
Provide support for the development of business cases
Provide support to Project Managers during project scoping, planning and execution
Create and take ownership of key project artefacts including current and future state business and system processes, requirements, and specifications
Work with the Project Managers to define and implement standard operating models for business analysis within the IT and Business functions
Prepare business impact assessments and gap analyses
Take a lead in ensuring all assigned project objectives are met and the quality of deliverables meets requirements and provides the necessary business outcomes 
Develop standard processes and procedures for requirements management and contribute to their continuous improvement 
Present business analysis findings to key stakeholder groups

Who we’re looking for
The successful candidate for this 6 month contract will have 5 to 7 years demonstrated experience within a similar role in IT, with a proven track-record of accomplishments. Experience working in superannuation or diversified financial services organisations are highly desired.

Weekly travel to Mine's head office in Newcastle will be required.
Qualification profile

Bachelor’s degree in business, science, science engineering, or economics (desired)

Essential experience profile 

Strong communication skills, both written and verbal, as well as experience contributing to discussions at a senior level
Ability to build and maintain strong working relationships with colleagues, clients, and key stakeholders
Strong influencing and negotiating skills
Demonstrated ability to manage multiple priorities and issues
Proven experience solving business problems
Ability to work within a self-directed culture and navigate ambiguity
Experience and commitment to structured document management
Demonstrated experience working as part of and contributing to project teams
Possess intermediate to advanced level skills, knowledge and experience in the practical application of Microsoft Office applications including but not limited to Word, Excel, PowerPoint, SharePoint and Outlook

What’s in it for you?
At Mine Super, we’re committed to investing in our people and creating a great place to work. We offer diverse career opportunities with a focus on development and growth. Our people enjoy excellent employee benefits, workplace flexibility and a great working environment. 
If you are interested in this exciting opportunity 
please submit your covering letter and resume by using the Apply Now button.

Please be aware that it is a requirement of this position that background checks are completed. 
The background checking process includes reference checking and validation of employment; proof of qualifications; proof of rights to work within Australia; bankruptcy check; directorship check; and a police check. 

Mine is seeking applications from internal and external applicants. Agency submissions will not be accepted.

For more information visit who we are and careers on our website.

 ","['Try the app', 'Senior Business Analyst - Projects', '10 Feb 2020', 'Sydney', 'Contract/Temp', 'Banking & Financial Services', 'Share this role', '10 Feb 2020', 'Sydney', 'Contract/Temp', 'Banking & Financial Services']"
432,Senior Business Analyst,"Senior Business AnalystSydney, CBD, Martin Place5 years + exp, $125 - $145 phrOur Client, A large Federal Government Agency involved in finance and registry services is seeking a Senior Business Analyst to work with Enterprise Data Office and Business Unit ‘citizen coders’ to understand, document their requirements for a standardised set of tools and enhance the business coding practices in collaboration with specialist IT and subject matter experts. The ideal Senior Business Analyst will possess:Experience in developing and producing business analysis artefacts including business process documentation, traceability matrices and business cases.Relevant professional qualifications (e.g. CCBA, CBAP), exposure to design thinking or lean six sigma methods and/or extensive experience in Business Analyst roles (5+ years).Demonstrated ability to cultivate and maintain productive and collaborative working relationships, partnerships and networks to anticipate and negotiate changes in client expectations and requirements.To apply for this well paid Senior Business Analyst contract, please click the Apply for this job button or call Matt on (02) 6299 1006.","['Try the app', 'Senior Business Analyst', '10 Feb 2020', 'Sydney', '$125.00 - $145.00 phr\r\n\r\nAll Client Fees Disclosed', 'Contract/Temp', 'Information & Communication Technology', 'Share this role', '10 Feb 2020', 'Sydney', '$125.00 - $145.00 phr\r\n\r\nAll Client Fees Disclosed', 'Contract/Temp', 'Information & Communication Technology']"
433,Business Analyst,"Enex Consulting was formed in 2014 by industry veterans from the enterprise software delivery and testing industry, in partnership with local and global clients to specialise in large program delivery, DevOps alignment and organisational digital transformations.We focus on delivering our clients program objectives by partnering with them to transform their existing IT landscapes into their future Digital Vision on time and within budget.We have 2 positions for Agile Business Analysts for an immediate start with a large financial services client. We are seeking candidates with strong problem solving skills, who possess the ability to adapt and work independently and autonomously. Required Technical skills / experience:   Demonstratred experience as an end-end Business Analyst in an Agile environment.  Proven Scrum Agile experience and qualifications Highly technical business analyst project experience Strong Stakeholder management experience, particularly in liaising between Business & IT functions to initiate and implement the development, delivery and support of solutions. Exceptional standards in workshop facilitation and requirements documentation  High degree of ability to communicate and build trust to forge strong relationships with business, customer & IT bases Excellent written & oral communication skills with demonstrable ability in a variety of techniques to express technical information to non-technical readers / listeners  Additional Desirable Skills   Financial services industry experience Experience ideally within large integration projects Experience with onboarding processes ideal  To be successful in this role you will have a growth mindset, enjoy working in an agile environment and have fantastic communication and planning skills. You will be highly organised with incredible attention to detail and will enjoy working collaboratively in a fast paced environment with a high performing team.Only successful applicants will be contacted. For more information, please contact Cindy Wheeldon at cindy@enexconsulting.com.au or 0439 072 924.NO RECRUITMENT AGENCIES PLEASE.","['Try the app', 'Business Analyst', '10 Feb 2020', 'Melbourne', 'Full Time', 'Information & Communication Technology', ' right to live and work ', 'Share this role', '10 Feb 2020', 'Melbourne', 'Full Time', 'Information & Communication Technology']"
434,Agile Business Analyst - Highly Agile Business - 6 Month Contract,"Agile Business Analyst - Immediately required is an exceptional Agile BA to join one of Australia's most innovative financial services businesses. Agile Business Analyst - We are looking for BA's that have worked with product owners, developers and designers to deliver world class online products. Ideally you have held the role of Digital BA or Iteration Manager in a Digital team.  Agile Business Analyst - You will be responsible for the delivery of analysis across a portfolio of software and web projects. This will include; Writing and communicating user stories, leading and facilitating workshops, facilitation/co-facilitation of Agile rituals, story elaboration/walk-throughs and workshops work with senior stakeholders to drive requirements as user stories, assisting Product Owners with managing and prioritisation of Product Backlog, champion ongoing process improvement initiatives to implement best practices for Agile Project Management. Agile Business Analyst - You will have the following experience:   Agile/SCRUM Business Analysis Financial Services  Requirements Gathering and Analysis Delivery of Online Projects & Products Mapping and re-Engineering Business Processes Agile Project Management tools eg: Jira/Greenhopper, Rally   Agile Business Analyst - This is a fantastic opportunity for an Agile expert to join a fast paced, progressive technical environment that embrace all things Agile.  If your experience matches the above, APPLY!","['Try the app', 'Agile Business Analyst - Highly Agile Business - 6 Month Contract', '10 Feb 2020', 'Sydney', 'Contract/Temp', 'Information & Communication Technology', 'Share this role', '10 Feb 2020', 'Sydney', 'Contract/Temp', 'Information & Communication Technology']"
436,Senior Business Analyst - Projects,"Mine Super is an industry super fund and since 1941 we’ve been committed to the retirement outcomes of our members and being a trusted super partner in the communities we serve. 

Why Mine?
We pride ourselves on creating a workplace that celebrates collaboration and putting our members first. We run at a fast pace, with an enduring commitment to delivering our best efforts, every day. We’re proud of the benefits we offer which support work / life balance and professional growth and development. With offices in Newcastle, Sydney, Brisbane and regional centres across Australia, we offer employment opportunities across a range of fields.

What you will be doing 
The Senior Business Analyst supports IT and Business Projects in defining, analysing and documenting business cases and requirements for both strategic and tactical projects.

This position acts as the conduit between end-users and IT to ensure that business/ user requirements delivered in IT solutions. Analysing and delivering business process initiatives by either managing some components of large initiatives or all parts of medium-sized initiatives. Meeting with user groups to gather and analyse end-user requirements and producing technical specifications to communicate user requirements in technical terms to programmers/project team. Sound ability to analyse, isolate and interpret business needs and develop appropriate technical solutions.

In this role you will be required to perform the following functions:

Understand, analyse and document the scope and business requirements for strategic and tactical project initiatives
Provide support for the development of business cases
Provide support to Project Managers during project scoping, planning and execution
Create and take ownership of key project artefacts including current and future state business and system processes, requirements, and specifications
Work with the Project Managers to define and implement standard operating models for business analysis within the IT and Business functions
Prepare business impact assessments and gap analyses
Take a lead in ensuring all assigned project objectives are met and the quality of deliverables meets requirements and provides the necessary business outcomes 
Develop standard processes and procedures for requirements management and contribute to their continuous improvement 
Present business analysis findings to key stakeholder groups

Who we’re looking for
The successful candidate for this 6 month contract will have 5 to 7 years demonstrated experience within a similar role in IT, with a proven track-record of accomplishments. Experience working in superannuation or diversified financial services organisations are highly desired.
Qualification profile

Bachelor’s degree in business, science, science engineering, or economics (desired)

Essential experience profile 

Strong communication skills, both written and verbal, as well as experience contributing to discussions at a senior level
Ability to build and maintain strong working relationships with colleagues, clients, and key stakeholders
Strong influencing and negotiating skills
Demonstrated ability to manage multiple priorities and issues
Proven experience solving business problems
Ability to work within a self-directed culture and navigate ambiguity
Experience and commitment to structured document management
Demonstrated experience working as part of and contributing to project teams
Possess intermediate to advanced level skills, knowledge and experience in the practical application of Microsoft Office applications including but not limited to Word, Excel, PowerPoint, SharePoint and Outlook

What’s in it for you?
At Mine Super, we’re committed to investing in our people and creating a great place to work. We offer diverse career opportunities with a focus on development and growth. Our people enjoy excellent employee benefits, workplace flexibility and a great working environment. 
If you are interested in this exciting opportunity 
please submit your covering letter and resume by using the Apply Now button.

Please be aware that it is a requirement of this position that background checks are completed. 
The background checking process includes reference checking and validation of employment; proof of qualifications; proof of rights to work within Australia; bankruptcy check; directorship check; and a police check. 

Mine is seeking applications from internal and external applicants. Agency submissions will not be accepted.

For more information visit who we are and careers on our website.","['Try the app', 'Senior Business Analyst - Projects', '10 Feb 2020', 'Newcastle, Maitland & Hunter', 'Contract/Temp', 'Banking & Financial Services', 'Share this role', '10 Feb 2020', 'Newcastle, Maitland & Hunter', 'Contract/Temp', 'Banking & Financial Services']"
437,BUSINESS ANALYST,"AQWEST Requires BUSINESS ANALYST Aqwest provides potable water services to the City of Bunbury and surrounding areas.  We currently have an employment opportunity available for a Business Analyst – Business Improvement.  Applicants are required to obtain a copy of the information pack and position description from Aqwest’s website www.aqwest.com.au Further enquiries may be directed to Clare Riley, Executive Assistant on (08) 9780 9513. Applications close at 4:00pm on Friday 21 February 2020.","['Try the app', 'BUSINESS ANALYST', '10 Feb 2020', 'Bunbury & South West', 'Full Time', 'Government & Defence', 'Share this role', '10 Feb 2020', 'Bunbury & South West', 'Full Time', 'Government & Defence']"
